CarCount,BikeCount,BusCount,TruckCount,Total
50,144,94,73,361
5,90,56,113,264
126,58,145,125,454
91,63,21,35,210
105,85,41,33,264
36,142,13,58,249
30,75,49,84,238
119,38,32,110,299
124,140,72,128,464
67,120,42,49,278
130,145,92,56,423
76,128,40,14,258
46,12,29,71,158
38,59,107,11,215
25,129,102,91,347
59,122,139,16,336
138,59,114,42,353
7,8,46,28,89
115,16,57,66,254
87,80,81,87,335
51,74,107,23,255
76,116,116,126,434
7,120,50,128,305
137,77,77,8,299
60,78,16,42,196
149,120,38,60,367
112,38,34,37,221
86,129,138,6,359
113,83,61,96,353
90,38,133,100,361
124,40,6,143,313
37,106,44,75,262
113,12,72,30,227
79,124,12,46,261
39,64,72,123,298
44,102,133,96,375
67,89,142,87,385
59,66,73,149,347
127,57,62,90,336
142,114,32,105,393
4,2,125,54,185
102,80,123,149,454
105,134,132,16,387
1,100,109,86,296
71,32,96,114,313
138,130,107,15,390
34,112,144,134,424
129,133,25,139,426
58,94,134,28,314
99,138,51,15,303
32,129,49,22,232
1,46,65,115,227
21,93,36,90,240
122,145,10,61,338
113,19,2,43,177
9,12,147,30,198
40,42,124,128,334
94,139,17,11,261
67,31,84,21,203
137,119,49,68,373
68,99,45,8,220
14,17,12,83,126
132,22,56,83,293
143,37,103,74,357
47,114,108,123,392
125,134,59,11,329
42,13,124,3,182
16,91,85,74,266
83,81,87,13,264
100,126,81,139,446
54,21,150,89,314
115,29,16,100,260
25,63,18,131,237
20,130,3,35,188
104,112,135,101,452
132,65,137,50,384
21,104,106,25,256
68,5,32,88,193
91,8,107,149,355
128,147,79,102,456
32,29,61,141,263
22,82,146,26,276
54,69,140,144,407
22,54,27,70,173
56,106,65,105,332
40,87,66,83,276
64,121,96,95,376
41,31,73,57,202
139,78,72,118,407
10,59,29,14,112
56,46,93,68,263
99,107,53,81,340
29,58,29,63,179
48,79,64,144,335
134,23,136,88,381
126,49,143,90,408
78,80,87,55,300
75,102,66,16,259
25,2,14,91,132
92,149,68,45,354
141,38,11,57,247
76,89,28,65,258
105,13,41,125,284
19,78,91,124,312
8,146,22,30,206
35,47,11,97,190
129,107,80,96,412
32,53,14,146,245
48,93,80,130,351
76,112,25,98,311
107,4,64,76,251
119,19,38,57,233
129,21,105,38,293
36,82,70,21,209
142,115,123,52,432
134,68,14,34,250
64,144,82,137,427
101,2,47,31,181
48,111,63,140,362
116,3,46,141,306
43,46,71,94,254
16,82,102,55,255
101,40,1,103,245
90,40,23,55,208
48,19,1,54,122
115,117,79,20,331
42,84,34,116,276
139,17,135,32,323
29,12,120,106,267
79,64,146,138,427
86,37,147,46,316
45,108,61,73,287
53,57,77,89,276
65,16,6,23,110
86,105,46,112,349
54,1,143,40,238
4,22,106,17,149
76,7,117,18,218
134,91,23,142,390
118,11,87,73,289
141,67,115,101,424
135,11,80,136,362
18,49,118,43,228
8,18,105,54,185
49,123,62,146,380
28,62,32,19,141
64,16,48,113,241
142,49,112,22,325
5,70,146,19,240
131,63,113,89,396
91,43,42,25,201
30,59,78,63,230
27,95,106,94,322
81,133,74,127,415
47,105,56,45,253
12,59,126,33,230
48,3,7,23,81
69,28,73,124,294
113,108,59,144,424
93,99,51,97,340
20,81,31,129,261
7,9,118,111,245
41,102,114,15,272
2,65,48,132,247
26,76,61,94,257
73,84,47,133,337
114,97,76,132,419
104,108,29,90,331
46,65,13,116,240
71,21,65,106,263
143,38,15,37,233
117,98,148,70,433
90,125,63,28,306
32,34,82,89,237
129,54,84,100,367
22,29,17,129,197
14,88,52,74,228
11,98,33,13,155
25,106,122,103,356
86,34,65,45,230
95,49,50,105,299
39,94,14,48,195
73,65,22,106,266
131,82,96,44,353
49,139,18,106,312
28,129,133,34,324
99,69,24,54,246
7,103,69,143,322
35,53,150,64,302
147,26,85,120,378
95,143,142,116,496
123,114,44,133,414
39,107,115,101,362
131,19,55,102,307
136,123,60,73,392
3,85,82,114,284
121,96,38,60,315
79,50,145,17,291
131,87,4,48,270
107,15,64,23,209
21,97,5,28,151
5,17,66,110,198
58,80,42,71,251
122,134,37,99,392
5,49,6,122,182
116,35,25,12,188
148,48,60,35,291
65,4,79,81,229
114,3,137,57,311
40,114,60,61,275
62,55,145,2,264
73,48,37,116,274
4,15,11,45,75
111,139,148,72,470
94,101,93,43,331
67,65,72,58,262
33,81,49,107,270
133,96,150,65,444
74,33,15,139,261
17,11,38,95,161
96,109,70,28,303
47,135,120,24,326
109,57,92,57,315
50,98,115,147,410
83,110,65,22,280
112,61,133,124,430
40,75,137,35,287
93,83,87,17,280
6,118,33,55,212
147,8,92,132,379
108,67,142,59,376
123,105,123,3,354
97,51,97,72,317
57,133,22,9,221
26,121,129,85,361
111,73,65,134,383
130,100,39,2,271
128,36,96,59,319
102,102,123,118,445
91,9,149,59,308
121,104,82,45,352
127,127,35,89,378
46,79,127,122,374
134,29,37,35,235
119,113,99,62,393
95,148,125,17,385
112,93,107,86,398
123,63,145,119,450
133,90,68,43,334
36,43,92,63,234
120,34,18,149,321
2,38,109,13,162
42,147,38,71,298
128,112,43,133,416
141,32,10,98,281
138,110,90,30,368
39,8,5,5,57
69,131,23,95,318
125,64,119,18,326
103,52,103,103,361
11,48,14,46,119
30,126,117,127,400
110,30,81,51,272
105,106,15,19,245
60,85,87,96,328
11,79,115,139,344
18,33,85,41,177
2,9,96,135,242
117,49,77,59,302
138,5,147,93,383
18,81,127,127,353
48,71,66,27,212
93,114,147,6,360
132,54,100,30,316
85,27,134,92,338
66,104,33,126,329
57,112,54,134,357
39,54,112,107,312
128,139,23,66,356
10,74,110,131,325
39,47,32,57,175
112,115,61,19,307
65,135,149,88,437
135,144,34,39,352
36,92,85,69,282
150,20,46,104,320
125,129,53,100,407
134,128,12,35,309
66,55,140,131,392
74,62,9,16,161
85,52,99,80,316
13,45,6,51,115
146,133,135,84,498
34,99,129,137,399
64,131,60,28,283
81,99,72,88,340
105,75,139,133,452
150,127,92,23,392
54,15,120,116,305
134,134,97,34,399
39,115,27,132,313
62,72,11,119,264
41,126,125,128,420
87,86,68,75,316
119,24,131,111,385
59,7,38,92,196
49,59,32,117,257
37,148,73,90,348
133,60,15,105,313
72,58,148,95,373
26,10,26,93,155
137,90,7,101,335
66,119,85,120,390
32,142,136,113,423
88,38,91,143,360
40,80,56,87,263
72,19,58,2,151
130,49,124,109,412
124,78,125,10,337
130,132,77,54,393
13,30,51,7,101
31,71,16,110,228
137,80,131,38,386
87,51,90,26,254
34,64,33,57,188
13,138,65,135,351
89,108,149,134,480
35,12,123,25,195
126,129,30,104,389
65,37,150,37,289
19,67,107,26,219
48,75,148,98,369
34,62,117,6,219
80,16,45,140,281
122,76,15,41,254
105,42,119,75,341
53,67,42,22,184
107,61,118,13,299
83,71,80,104,338
70,117,86,46,319
7,4,118,12,141
17,62,77,35,191
116,11,4,37,168
41,108,96,128,373
80,63,98,85,326
135,126,143,66,470
115,35,3,107,260
14,7,61,141,223
23,26,135,111,295
124,59,73,92,348
105,121,14,136,376
30,141,141,96,408
99,107,26,105,337
58,34,25,100,217
102,133,58,93,386
31,34,72,17,154
126,5,73,63,267
146,118,42,70,376
8,10,30,71,119
62,60,130,10,262
77,133,117,140,467
37,98,135,16,286
9,97,120,47,273
41,103,45,115,304
9,120,127,137,393
99,116,78,60,353
109,108,147,44,408
126,19,141,9,295
114,72,87,79,352
132,30,50,117,329
98,64,4,6,172
113,119,133,54,419
1,22,123,148,294
96,53,23,66,238
36,25,40,117,218
28,35,61,92,216
28,3,79,78,188
84,73,46,58,261
49,103,65,117,334
65,116,81,140,402
87,58,16,85,246
148,88,127,135,498
122,144,136,87,489
55,123,31,79,288
121,37,30,37,225
119,83,28,149,379
84,28,106,29,247
96,90,22,114,322
140,4,15,40,199
72,137,65,93,367
111,52,108,112,383
5,82,98,145,330
72,97,120,8,297
100,113,59,108,380
24,59,86,33,202
48,129,98,79,354
94,73,64,84,315
33,28,144,101,306
114,145,77,3,339
39,38,65,88,230
145,95,28,141,409
120,25,89,69,303
90,139,14,15,258
27,103,27,56,213
95,88,123,65,371
51,138,140,122,451
103,47,111,32,293
77,145,74,49,345
65,128,44,125,362
9,90,97,9,205
106,33,38,63,240
123,131,120,142,516
47,127,139,15,328
4,124,19,5,152
49,120,19,72,260
13,59,150,87,309
34,9,109,39,191
36,35,119,48,238
133,70,13,134,350
71,86,123,129,409
11,118,80,68,277
42,122,106,124,394
14,95,26,16,151
100,122,144,28,394
98,35,118,95,346
10,91,135,149,385
75,48,6,51,180
50,27,50,129,256
79,83,101,61,324
31,91,111,129,362
15,67,38,105,225
29,50,3,54,136
32,13,123,22,190
123,143,53,129,448
19,138,68,23,248
125,114,56,117,412
150,134,57,75,416
132,100,14,93,339
112,107,2,52,273
41,87,137,100,365
86,144,116,17,363
108,43,146,69,366
148,113,86,81,428
26,91,2,71,190
54,134,34,107,329
51,139,73,108,371
98,127,58,132,415
71,67,82,104,324
95,28,104,28,255
4,135,37,137,313
132,28,68,72,300
82,35,71,75,263
85,30,145,41,301
37,11,87,108,243
128,18,127,37,310
150,3,115,94,362
42,148,123,124,437
30,140,139,104,413
43,144,110,92,389
3,146,94,120,363
55,119,49,45,268
89,124,33,132,378
108,127,75,44,354
46,46,23,8,123
97,80,41,12,230
56,63,81,112,312
7,52,104,38,201
24,64,5,106,199
150,83,125,58,416
128,54,7,144,333
1,2,75,61,139
83,57,101,141,382
62,145,18,58,283
67,109,45,23,244
54,45,78,79,256
32,35,91,16,174
14,108,10,8,140
132,31,82,30,275
100,17,59,131,307
43,63,102,29,237
104,122,64,124,414
137,114,13,88,352
93,134,6,146,379
23,148,62,53,286
16,114,43,15,188
148,128,81,115,472
36,146,46,18,246
52,48,109,57,266
123,136,70,27,356
150,57,114,119,440
91,148,63,88,390
38,75,62,11,186
134,72,94,26,326
23,54,79,29,185
139,6,20,113,278
105,50,37,140,332
26,144,100,4,274
13,99,87,101,300
33,55,69,133,290
7,88,92,2,189
111,29,46,74,260
49,71,121,44,285
34,70,150,81,335
72,140,141,123,476
26,110,28,85,249
118,134,149,17,418
103,28,21,129,281
27,143,78,118,366
121,30,73,101,325
101,34,78,111,324
1,45,18,57,121
36,133,127,23,319
72,91,35,26,224
131,28,100,18,277
125,141,36,18,320
111,13,45,75,244
29,129,123,8,289
149,79,148,110,486
2,79,148,23,252
66,80,124,104,374
122,2,31,147,302
76,129,8,105,318
118,97,65,89,369
146,109,118,106,479
58,150,3,139,350
4,123,124,10,261
74,96,42,57,269
150,137,111,30,428
59,53,93,40,245
29,56,102,126,313
49,31,114,134,328
98,7,12,26,143
87,28,116,6,237
6,147,55,112,320
99,149,84,128,460
128,131,100,19,378
18,113,25,99,255
119,75,129,25,348
100,88,133,71,392
127,12,17,28,184
100,97,91,131,419
88,141,117,114,460
65,124,60,109,358
77,98,38,134,347
79,140,52,141,412
29,43,136,55,263
141,13,2,142,298
16,7,14,41,78
79,31,129,103,342
96,112,116,80,404
67,7,62,66,202
108,1,87,75,271
117,67,44,104,332
115,132,13,10,270
139,60,55,144,398
32,52,128,56,268
83,36,79,95,293
22,62,75,64,223
78,121,97,69,365
11,6,143,56,216
88,78,73,149,388
1,108,113,57,279
90,91,101,145,427
136,127,77,101,441
139,124,64,101,428
67,94,102,24,287
96,92,34,102,324
52,47,84,25,208
11,109,77,45,242
124,39,95,135,393
105,1,108,105,319
40,26,72,144,282
139,116,65,12,332
20,34,42,74,170
100,79,133,62,374
9,141,60,79,289
2,114,70,119,305
119,133,21,65,338
88,69,70,91,318
24,114,44,53,235
111,140,47,115,413
4,105,136,9,254
142,50,104,21,317
76,7,72,7,162
150,61,7,150,368
8,23,78,64,173
5,118,110,35,268
68,57,93,79,297
14,105,31,46,196
23,69,63,37,192
149,123,106,93,471
78,131,101,148,458
81,12,113,82,288
78,68,125,147,418
12,60,93,102,267
16,38,9,8,71
144,134,20,100,398
78,145,24,63,310
112,2,75,28,217
32,56,149,19,256
73,85,79,113,350
145,17,42,1,205
56,10,23,36,125
66,114,64,12,256
116,74,148,19,357
115,34,16,66,231
17,122,26,150,315
26,33,43,16,118
59,106,14,138,317
92,100,132,32,356
24,149,147,136,456
79,15,141,94,329
116,137,54,47,354
25,61,43,95,224
125,40,26,56,247
1,4,148,25,178
80,6,40,87,213
31,43,60,16,150
34,150,27,93,304
65,49,104,73,291
148,97,1,69,315
135,129,16,94,374
68,37,75,104,284
35,94,81,45,255
114,19,119,17,269
11,52,2,60,125
2,39,102,70,213
94,58,125,26,303
28,75,85,141,329
70,102,95,13,280
37,75,30,16,158
140,4,39,136,319
126,9,32,66,233
35,78,150,96,359
65,92,94,88,339
90,3,148,46,287
131,61,35,4,231
3,1,142,129,275
133,45,68,26,272
6,88,2,51,147
135,79,10,136,360
15,24,28,141,208
35,55,26,124,240
15,114,132,107,368
127,142,82,51,402
129,66,147,85,427
108,10,82,16,216
122,70,98,138,428
31,12,28,140,211
56,29,37,15,137
139,88,48,149,424
69,60,143,50,322
102,35,64,80,281
148,9,118,48,323
124,19,150,52,345
95,130,53,129,407
65,21,67,45,198
143,137,119,46,445
14,150,84,10,258
105,43,66,91,305
12,48,94,61,215
145,145,107,82,479
89,137,109,82,417
111,94,72,28,305
118,129,111,11,369
147,50,122,111,430
62,72,24,78,236
127,73,39,73,312
139,47,61,63,310
55,107,54,81,297
46,34,126,101,307
113,73,106,2,294
21,43,81,46,191
43,21,123,83,270
21,74,143,141,379
122,136,10,127,395
30,141,73,58,302
40,72,46,79,237
35,23,146,100,304
146,101,144,51,442
146,132,45,122,445
134,139,79,2,354
12,64,3,19,98
119,53,140,132,444
48,6,139,20,213
27,24,42,1,94
108,61,150,19,338
1,81,145,101,328
16,15,22,82,135
60,139,27,21,247
67,104,87,83,341
75,5,117,91,288
135,98,48,128,409
24,18,11,66,119
96,22,43,148,309
129,67,57,115,368
56,76,134,81,347
121,136,100,62,419
29,91,33,74,227
35,17,85,73,210
143,4,75,15,237
40,61,103,80,284
42,112,100,104,358
104,99,47,22,272
69,78,57,4,208
83,41,41,135,300
32,89,122,13,256
88,39,1,27,155
124,75,78,77,354
115,117,111,34,377
116,9,102,77,304
96,85,33,74,288
3,46,140,143,332
121,74,52,89,336
122,24,45,35,226
78,58,39,83,258
42,84,9,11,146
101,32,115,44,292
27,58,64,52,201
58,129,122,68,377
23,138,6,79,246
127,95,114,17,353
11,145,62,73,291
90,148,74,88,400
141,55,139,110,445
147,62,92,128,429
2,9,96,59,166
99,135,150,32,416
15,95,65,142,317
143,20,135,138,436
36,29,7,12,84
48,75,105,120,348
68,109,45,23,245
5,52,134,72,263
117,83,117,45,362
18,112,133,133,396
17,75,68,39,199
15,114,124,150,403
116,72,17,59,264
3,94,139,103,339
100,106,17,108,331
58,28,56,116,258
86,71,37,145,339
149,133,93,131,506
132,135,98,49,414
128,30,139,27,324
44,132,29,150,355
19,46,49,79,193
97,18,6,52,173
28,145,120,13,306
101,5,113,55,274
84,145,97,46,372
71,34,53,99,257
104,2,91,32,229
127,90,111,78,406
119,106,127,13,365
7,115,107,105,334
148,18,121,3,290
142,100,150,11,403
136,50,73,62,321
63,108,48,99,318
26,132,73,81,312
113,13,149,123,398
135,115,119,100,469
48,20,119,9,196
81,145,112,94,432
19,7,139,113,278
21,133,104,4,262
41,125,74,122,362
107,26,144,93,370
79,106,9,15,209
136,83,116,23,358
140,87,18,37,282
97,109,50,41,297
117,36,22,118,293
139,34,126,17,316
54,147,104,82,387
104,69,64,104,341
148,123,55,34,360
149,110,14,16,289
68,124,58,15,265
71,5,23,11,110
67,89,19,21,196
30,145,83,16,274
139,19,82,7,247
15,6,91,124,236
149,87,74,145,455
32,18,123,43,216
4,1,11,17,33
81,28,99,89,297
10,133,7,67,217
34,117,31,141,323
19,115,9,59,202
85,70,106,100,361
96,22,44,115,277
30,33,103,149,315
110,27,96,87,320
11,120,79,116,326
69,80,74,75,298
30,32,136,89,287
99,134,57,33,323
130,119,138,116,503
71,120,52,31,274
27,127,143,73,370
119,88,124,34,365
75,84,71,23,253
74,74,87,68,303
89,108,11,134,342
78,126,21,146,371
56,21,47,35,159
38,40,68,121,267
11,100,50,44,205
93,70,87,47,297
100,60,57,111,328
34,64,12,147,257
8,15,61,130,214
36,90,140,126,392
112,74,128,22,336
26,91,37,77,231
44,89,22,111,266
41,104,31,106,282
38,29,58,94,219
93,147,58,114,412
43,136,55,77,311
103,27,89,133,352
96,106,74,78,354
132,51,76,66,325
5,14,72,29,120
104,50,81,68,303
8,18,96,80,202
86,59,26,89,260
100,116,27,33,276
148,63,102,24,337
83,136,10,23,252
141,7,118,145,411
19,129,16,38,202
76,120,58,90,344
53,41,15,108,217
37,26,93,49,205
63,10,25,77,175
77,46,82,104,309
13,100,125,127,365
17,104,133,71,325
122,44,129,109,404
85,132,53,126,396
13,32,85,18,148
136,14,97,28,275
100,147,11,138,396
94,35,130,130,389
1,77,1,46,125
7,31,83,107,228
75,33,143,1,252
13,128,116,123,380
129,43,99,44,315
130,23,77,53,283
19,79,14,93,205
147,104,22,119,392
93,80,65,128,366
58,9,75,84,226
65,141,29,24,259
58,69,57,28,212
70,100,48,97,315
52,66,23,133,274
24,7,28,124,183
55,7,85,81,228
3,28,28,89,148
9,69,47,118,243
69,119,113,77,378
139,88,46,22,295
74,94,47,19,234
87,97,68,33,285
64,88,149,103,404
150,57,14,65,286
21,27,23,32,103
99,36,76,5,216
102,14,67,67,250
40,134,78,35,287
89,145,116,116,466
74,121,14,95,304
140,103,135,52,430
111,92,76,77,356
53,13,82,13,161
51,3,115,1,170
96,137,124,56,413
144,130,12,16,302
57,97,78,9,241
139,40,146,132,457
124,122,52,60,358
17,78,43,65,203
47,53,54,90,244
145,67,100,116,428
24,27,25,123,199
61,89,148,75,373
70,7,130,73,280
129,42,91,21,283
19,138,35,107,299
22,22,10,72,126
4,10,63,116,193
122,50,5,121,298
24,54,60,108,246
43,145,146,147,481
93,74,12,24,203
84,5,148,49,286
72,7,53,146,278
76,81,120,104,381
110,145,109,121,485
32,134,119,86,371
72,75,45,27,219
128,138,8,43,317
68,52,30,55,205
150,132,138,51,471
108,9,39,92,248
91,99,136,131,457
94,40,113,126,373
36,82,107,145,370
6,46,148,104,304
19,32,144,141,336
102,63,143,131,439
67,40,57,91,255
132,54,86,16,288
63,135,16,35,249
19,15,55,51,140
89,78,113,6,286
50,118,79,40,287
77,134,74,139,424
50,52,73,127,302
110,61,93,95,359
96,88,17,49,250
131,135,62,129,457
61,48,6,33,148
51,37,85,50,223
11,41,14,52,118
96,30,57,139,322
48,81,74,9,212
38,140,53,52,283
110,98,85,110,403
103,143,88,81,415
25,42,141,59,267
101,13,147,28,289
148,2,140,140,430
28,64,128,22,242
148,45,109,140,442
31,110,50,63,254
51,54,127,145,377
115,67,56,22,260
33,91,45,90,259
97,34,60,45,236
107,146,129,16,398
71,26,43,119,259
46,132,111,17,306
35,150,89,127,401
108,48,65,26,247
47,127,111,35,320
131,13,111,121,376
97,7,74,3,181
16,73,88,90,267
31,82,18,128,259
107,17,41,5,170
106,28,33,114,281
47,104,130,103,384
21,47,114,47,229
10,64,59,107,240
16,59,110,136,321
139,23,68,82,312
6,120,14,11,151
55,121,76,87,339
114,1,86,86,287
115,52,17,121,305
19,79,5,68,171
40,9,109,103,261
9,110,40,129,288
97,81,90,111,379
147,96,135,55,433
96,113,118,25,352
28,49,105,92,274
65,53,13,100,231
29,38,121,56,244
34,138,70,112,354
116,67,142,130,455
86,90,89,14,279
55,9,16,59,139
40,44,108,108,300
36,4,60,82,182
149,117,138,88,492
147,95,106,75,423
115,106,62,83,366
53,104,140,150,447
43,45,72,63,223
145,11,40,25,221
85,131,46,127,389
89,70,56,108,323
54,92,49,89,284
75,138,105,117,435
125,135,147,73,480
42,121,102,88,353
49,143,43,88,323
125,3,36,23,187
35,94,88,50,267
3,143,69,26,241
61,136,72,110,379
71,102,116,1,290
108,141,150,42,441
71,20,32,86,209
56,101,38,107,302
50,82,130,28,290
83,116,21,129,349
127,96,93,21,337
94,149,65,104,412
10,66,41,17,134
135,46,101,96,378
10,5,119,43,177
33,127,127,88,375
34,134,126,82,376
108,35,142,28,313
134,113,135,101,483
25,119,144,33,321
103,130,8,105,346
85,135,5,99,324
92,28,95,39,254
131,72,110,93,406
76,13,59,27,175
41,53,91,90,275
53,125,11,23,212
49,106,46,52,253
77,29,122,10,238
80,110,107,142,439
83,146,101,101,431
29,150,81,65,325
80,92,110,116,398
32,150,103,82,367
77,92,101,38,308
52,43,33,121,249
149,150,135,69,503
45,22,112,10,189
68,36,100,142,346
4,37,70,48,159
100,134,30,88,352
133,73,58,136,400
133,102,23,27,285
26,97,129,73,325
18,65,12,36,131
46,78,147,101,372
11,100,69,69,249
10,70,18,30,128
41,34,55,85,215
141,54,68,45,308
142,65,39,132,378
52,20,41,73,186
80,95,138,126,439
60,72,132,11,275
13,11,6,1,31
61,28,60,55,204
149,29,67,72,317
94,105,61,141,401
20,127,102,139,388
120,57,97,16,290
16,48,95,64,223
142,53,69,49,313
14,83,131,81,309
64,70,10,110,254
17,18,142,19,196
139,31,30,140,340
50,74,26,8,158
132,147,41,87,407
5,112,11,4,132
41,91,120,90,342
124,65,116,131,436
82,30,123,12,247
104,119,131,35,389
101,70,121,36,328
68,83,59,19,229
74,57,10,25,166
142,14,96,149,401
17,27,134,113,291
129,53,82,8,272
71,147,22,145,385
95,123,57,44,319
17,56,70,14,157
149,50,46,129,374
121,103,57,25,306
25,1,71,147,244
146,16,141,30,333
61,41,144,89,335
127,65,127,97,416
41,97,106,120,364
63,37,86,113,299
2,124,35,1,162
126,88,43,125,382
17,14,52,128,211
136,64,69,125,394
81,148,85,88,402
50,36,33,78,197
6,115,110,125,356
86,9,7,94,196
59,124,85,118,386
83,77,11,36,207
122,110,109,76,417
17,91,56,90,254
146,28,54,35,263
102,6,71,34,213
70,97,93,13,273
104,38,25,2,169
148,4,42,78,272
122,89,42,6,259
24,132,120,142,418
135,20,81,37,273
6,130,145,67,348
27,69,121,142,359
75,13,56,76,220
135,117,131,21,404
107,146,142,55,450
1,5,116,57,179
95,149,38,78,360
18,145,104,86,353
109,39,136,98,382
29,101,119,16,265
4,59,117,52,232
103,33,148,73,357
94,69,138,21,322
39,25,28,75,167
141,132,89,88,450
134,133,9,38,314
133,62,72,77,344
44,83,34,49,210
108,6,105,124,343
62,139,44,111,356
107,24,100,126,357
147,149,141,123,560
23,8,83,126,240
54,89,37,49,229
32,105,12,14,163
44,141,44,45,274
102,78,142,41,363
34,12,134,104,284
21,37,79,11,148
104,87,20,109,320
111,82,15,63,271
107,64,77,16,264
114,83,116,124,437
10,124,103,131,368
102,53,40,67,262
75,13,105,5,198
84,125,126,25,360
87,33,145,50,315
128,87,127,30,372
141,146,149,7,443
72,128,83,78,361
140,29,30,126,325
122,94,31,74,321
68,1,50,38,157
44,14,48,26,132
85,34,32,108,259
82,142,124,133,481
97,93,23,34,247
76,52,65,25,218
69,87,26,50,232
134,66,86,59,345
81,11,4,147,243
95,15,89,131,330
121,138,93,51,403
122,31,69,75,297
48,60,91,51,250
27,135,38,127,327
8,32,14,96,150
145,79,100,69,393
53,110,24,49,236
138,59,32,119,348
143,68,107,93,411
107,133,63,70,373
57,80,92,115,344
90,148,37,113,388
88,17,57,77,239
139,65,111,2,317
52,23,9,116,200
126,23,89,3,241
116,94,123,98,431
24,48,48,74,194
8,148,82,29,267
88,13,17,4,122
136,60,100,128,424
3,143,79,17,242
88,147,15,10,260
16,38,47,142,243
125,49,79,122,375
132,79,20,27,258
133,109,146,43,431
124,76,104,31,335
143,91,124,115,473
19,2,110,138,269
131,18,142,90,381
129,40,88,36,293
46,22,102,2,172
22,20,82,21,145
75,7,86,90,258
116,144,36,60,356
107,33,115,143,398
64,25,62,10,161
94,13,4,57,168
17,25,102,110,254
127,41,7,42,217
44,150,29,97,320
29,5,75,23,132
61,53,130,82,326
135,3,10,23,171
60,41,140,31,272
72,71,139,74,356
116,135,107,117,475
114,79,16,114,323
4,14,71,113,202
47,81,63,141,332
21,133,36,9,199
137,99,1,89,326
87,74,73,102,336
38,36,26,122,222
17,15,96,50,178
24,16,62,22,124
20,37,120,81,258
13,125,3,108,249
46,63,96,76,281
102,26,21,28,177
119,48,150,96,413
96,73,56,38,263
59,80,27,33,199
2,144,90,136,372
19,6,139,25,189
53,136,67,98,354
19,48,8,65,140
128,109,28,30,295
74,53,114,104,345
54,27,150,138,369
103,70,130,128,431
126,49,65,90,330
48,43,69,31,191
5,37,8,119,169
111,127,84,15,337
55,148,3,7,213
37,72,61,60,230
86,36,27,25,174
73,91,71,88,323
84,97,84,79,344
48,72,140,7,267
133,11,135,59,338
149,11,30,75,265
113,36,1,95,245
98,142,128,100,468
59,80,24,51,214
84,87,89,137,397
115,82,100,69,366
16,149,89,45,299
68,110,115,74,367
94,36,14,21,165
132,130,69,20,351
59,25,140,19,243
91,18,51,109,269
107,77,118,130,432
79,82,134,119,414
4,7,18,118,147
98,14,117,65,294
142,67,150,99,458
55,149,119,31,354
108,118,103,14,343
103,50,4,64,221
112,112,132,53,409
76,54,107,144,381
133,147,126,137,543
77,78,140,82,377
126,11,118,123,378
135,149,118,39,441
139,135,99,25,398
4,35,42,63,144
100,14,13,83,210
29,28,109,115,281
92,52,77,90,311
23,54,89,47,213
24,5,119,81,229
99,120,74,136,429
56,17,19,42,134
101,103,91,116,411
116,14,76,112,318
41,100,66,134,341
142,68,64,143,417
101,43,144,105,393
50,24,84,34,192
46,39,85,13,183
84,52,84,21,241
107,130,66,49,352
117,114,148,76,455
94,80,81,150,405
95,6,127,134,362
140,131,3,137,411
8,94,6,85,193
93,85,58,35,271
54,110,134,143,441
140,6,78,21,245
76,7,43,90,216
113,6,24,122,265
52,126,57,51,286
88,28,11,143,270
39,139,57,95,330
46,47,10,8,111
63,143,139,83,428
136,29,1,77,243
114,54,34,133,335
113,136,97,86,432
90,106,37,88,321
23,77,123,118,341
73,126,103,110,412
150,112,82,51,395
75,38,73,126,312
40,72,98,83,293
44,52,120,141,357
149,87,105,150,491
112,74,133,73,392
74,85,39,137,335
27,55,136,36,254
59,18,64,102,243
91,28,114,93,326
67,94,114,25,300
130,72,38,26,266
45,88,31,105,269
64,19,14,8,105
25,140,14,27,206
77,15,127,53,272
31,54,149,113,347
30,143,136,102,411
97,21,32,131,281
51,55,113,27,246
105,19,78,61,263
84,61,42,12,199
141,3,105,106,355
124,72,123,93,412
35,15,127,92,269
2,136,128,13,279
33,84,22,130,269
41,38,77,51,207
46,127,35,122,330
92,78,53,16,239
16,21,93,35,165
70,61,23,113,267
29,88,97,81,295
35,131,115,7,288
143,11,22,87,263
130,51,122,99,402
101,4,36,116,257
73,37,129,124,363
149,18,70,101,338
91,48,114,55,308
13,17,66,82,178
66,29,107,25,227
46,59,21,132,258
66,140,125,6,337
146,31,63,106,346
94,134,123,101,452
109,36,148,101,394
124,13,26,75,238
88,7,111,62,268
67,88,93,69,317
6,112,86,49,253
102,138,150,108,498
119,145,86,1,351
149,113,36,140,438
108,109,64,7,288
51,17,68,15,151
67,125,57,13,262
36,12,55,120,223
85,77,106,27,295
50,100,108,65,323
88,19,100,84,291
48,103,32,128,311
62,13,55,100,230
104,63,32,94,293
70,1,119,50,240
17,125,93,75,310
125,57,111,66,359
68,79,19,124,290
136,139,138,27,440
107,106,42,113,368
85,77,99,110,371
65,49,16,78,208
97,25,8,47,177
116,51,96,126,389
5,90,132,48,275
74,17,18,128,237
119,94,60,124,397
62,46,92,101,301
38,113,77,68,296
130,121,149,89,489
110,12,86,26,234
3,60,43,56,162
78,102,115,30,325
138,24,106,136,404
64,127,93,54,338
109,141,6,148,404
15,124,25,146,310
58,24,85,62,229
85,43,91,22,241
42,69,11,67,189
